tgid 797  "bluetooth@1.0-s"  7fbd480000 0
tgid 6425  "Binder:6425_4"  7f3508b000 0
tgid 6425  "Binder:6425_4"  7fbe170000 0
tgid 6425  "Binder:6425_4"  7fbe249000 0
tgid 6425  "Binder:6425_4"  7fbe254000 0
tgid 6425  "Binder:6425_4"  7f39aba000 0
tgid 6425  "Binder:6425_4"  7fbe22e000 0
tgid 6425  "Binder:6425_4"  1340b000 0
tgid 6425  "Binder:6425_4"  726e9000 0
tgid 6425  "ell.clashroyale"  7fffffd000 0
tgid 6425  "ell.clashroyale"  7fbe491000 0
tgid 6425  "ell.clashroyale"  7fbe1a2000 0
tgid 6425  "ell.clashroyale"  7fbe1a3000 0
tgid 6425  "ell.clashroyale"  7fbe25a000 0
tgid 6425  "ell.clashroyale"  7fffffc000 0
tgid 6425  "ell.clashroyale"  7fffffb000 0
tgid 6425  "ell.clashroyale"  72838000 0
tgid 6425  "ell.clashroyale"  13258000 0
tgid 6425  "ell.clashroyale"  7fbded4000 0
tgid 6425  "ell.clashroyale"  1360e000 0
tgid 6425  "ell.clashroyale"  9e706000 0
tgid 6425  "ell.clashroyale"  9e77a000 0
tgid 18656  "Binder:18656_2"  12c80000 0
tgid 6526  "Binder:6526_3"  f7b00000 0
tgid 6425  "ell.clashroyale"  9e740000 0
tgid 6425  "ell.clashroyale"  9e762000 0
tgid 6425  "ell.clashroyale"  7fbf700000 0
tgid 6425  "ell.clashroyale"  7f28e2e000 0
tgid 6425  "ell.clashroyale"  7ec6646000 0
tgid 6425  "ell.clashroyale"  7fbe1f9000 0
tgid 6425  "ell.clashroyale"  9e6e0000 0
tgid 6425  "ell.clashroyale"  7fffffa000 0
tgid 6425  "ell.clashroyale"  9e6e1000 0
tgid 6425  "ell.clashroyale"  13349000 0
tgid 6425  "ell.clashroyale"  7ec6639000 0
tgid 6425  "ell.clashroyale"  132bf000 0
tgid 6425  "ell.clashroyale"  7ec6644000 0
tgid 6425  "ell.clashroyale"  7fbe236000 0
tgid 6425  "ell.clashroyale"  7e92fca000 0
tgid 6425  "ell.clashroyale"  7f28b3c000 0
tgid 6425  "ell.clashroyale"  7f28d58000 0
tgid 6425  "ell.clashroyale"  7eb9278000 0
tgid 6425  "ell.clashroyale"  7f28b21000 0
tgid 6425  "ell.clashroyale"  7ebb831000 0
tgid 6425  "ell.clashroyale"  7f2d297000 0
tgid 18656  "Binder:18656_2"  12cbf000 0
tgid 18656  "Binder:18656_2"  7fbe24e000 0
tgid 6526  "Binder:6526_3"  efa80000 0
tgid 6526  "Binder:6526_3"  726ee000 0
tgid 6526  "Binder:6526_3"  f7a19000 0
tgid 6425  "ell.clashroyale"  133ef000 0
tgid 6425  "ell.clashroyale"  7fbb0f3000 0
tgid 6425  "ell.clashroyale"  7f2d681000 0
tgid 6425  "ell.clashroyale"  7f2d623000 0
tgid 6425  "ell.clashroyale"  7f28a4e000 0
tgid 6425  "ell.clashroyale"  7f289bb000 0
tgid 18656  "Binder:18656_2"  7fbc5bf000 0
tgid 18656  "Binder:18656_2"  7f2e06b000 0
tgid 18656  "Binder:18656_2"  12dc0000 0
tgid 18656  "Binder:18656_2"  7f34f14000 0
tgid 18656  "Binder:18656_2"  12c85000 0
tgid 18656  "Binder:18656_2"  7fbe1e7000 0
tgid 18656  "Binder:18656_2"  7fbe17f000 0
tgid 18656  "Binder:18656_2"  7fbe20a000 0
tgid 6425  "ell.clashroyale"  7f28b4e000 0
tgid 6425  "ell.clashroyale"  13404000 0
tgid 6425  "ell.clashroyale"  13405000 0
tgid 6425  "ell.clashroyale"  7fbd380000 0
tgid 6425  "ell.clashroyale"  7ec6657000 0
tgid 6425  "ell.clashroyale"  7ec665b000 0
tgid 6425  "ell.clashroyale"  7fbf6ff000 0
tgid 6425  "ell.clashroyale"  132bd000 0
tgid 18656  "Binder:18656_2"  7fbd382000 0
tgid 18656  "Binder:18656_2"  7fbd37e000 0
tgid 18656  "Binder:18656_2"  7fbe306000 0
tgid 18656  "Binder:18656_2"  7fbe30f000 0
tgid 18656  "Binder:18656_2"  7fbe1d3000 0
tgid 18656  "Binder:18656_2"  7f28b5c000 0
tgid 18656  "Binder:18656_2"  7f2d145000 0
tgid 18656  "Binder:18656_2"  7f39800000 0
tgid 18656  "Binder:18656_2"  7f395f0000 0
tgid 18656  "Binder:18656_2"  12c82000 0
tgid 6425  "ell.clashroyale"  132bc000 0
tgid 6425  "ell.clashroyale"  132a1000 0
tgid 6425  "ell.clashroyale"  7f28bf2000 0
tgid 6425  "ell.clashroyale"  7ea6f32000 0
tgid 6425  "ell.clashroyale"  132bb000 0
tgid 6425  "ell.clashroyale"  7ea6f33000 0
tgid 6425  "ell.clashroyale"  13286000 0
tgid 6425  "ell.clashroyale"  13296000 0
tgid 6425  "ell.clashroyale"  132a8000 0
tgid 6425  "ell.clashroyale"  7fbc3b5000 0
tgid 6425  "ell.clashroyale"  132af000 0
tgid 6425  "ell.clashroyale"  132b0000 0
tgid 6425  "ell.clashroyale"  132b1000 0
tgid 6425  "ell.clashroyale"  132b3000 0
tgid 18656  "Binder:18656_2"  12cb8000 0
tgid 18656  "Binder:18656_2"  7f3508b000 0
tgid 18656  "Binder:18656_2"  726e9000 0
tgid 6425  "ell.clashroyale"  726ea000 0
tgid 6425  "ell.clashroyale"  7ea6f2f000 0
tgid 6425  "ell.clashroyale"  132a9000 0
tgid 6425  "ell.clashroyale"  13295000 0
tgid 6425  "ell.clashroyale"  7fbe260000 0
tgid 6425  "ell.clashroyale"  13288000 0
tgid 6425  "ell.clashroyale"  7fbc3a8000 0
tgid 6425  "ell.clashroyale"  13257000 0
tgid 6425  "ell.clashroyale"  1360d000 0
tgid 6425  "ell.clashroyale"  7ea6f31000 0
tgid 6425  "ell.clashroyale"  13285000 0
tgid 6425  "ell.clashroyale"  7eb91e9000 0
tgid 6425  "ell.clashroyale"  7ebba0a000 0
tgid 602  "Binder:602_5"  7fb679c000 0
tgid 6425  "ell.clashroyale"  7eb92c3000 0
tgid 6425  "ell.clashroyale"  7f28b2e000 0
tgid 6425  "ell.clashroyale"  7eb933e000 0
tgid 6425  "ell.clashroyale"  1329b000 0
tgid 6425  "ell.clashroyale"  132a0000 0
tgid 6425  "ell.clashroyale"  132aa000 0
tgid 6425  "ell.clashroyale"  1334c000 0
tgid 6425  "ell.clashroyale"  1328e000 0
tgid 6425  "ell.clashroyale"  1334e000 0
tgid 6425  "ell.clashroyale"  7f28bf9000 0
tgid 6425  "ell.clashroyale"  7f28bfc000 0
tgid 6425  "ell.clashroyale"  7fbde76000 0
tgid 2041  "droid.launcher3"  7ecc9e1000 0
tgid 2041  "droid.launcher3"  7ecc9e2000 0
tgid 2041  "droid.launcher3"  7ec7510000 0
tgid 2041  "droid.launcher3"  7ec7490000 0
tgid 2041  "droid.launcher3"  7f2999d000 0
tgid 2041  "droid.launcher3"  7f2999e000 0
tgid 2041  "droid.launcher3"  7f28b6b000 0
tgid 2041  "droid.launcher3"  7f28bc1000 0
tgid 2041  "droid.launcher3"  7fbe1c3000 0
tgid 2041  "droid.launcher3"  7fbe1c2000 0
tgid 2041  "droid.launcher3"  7fbd89e000 0
tgid 815  "power@1.3-servi"  7fbd22b000 0
tgid 815  "power@1.3-servi"  7ffffff000 0
tgid 815  "power@1.3-servi"  7fbe422000 0
tgid 602  "surfaceflinger"  7fb70cb000 0
tgid 602  "surfaceflinger"  7fb70ca000 0
tgid 815  "power@1.3-servi"  7fbd226000 0
tgid 815  "power@1.3-servi"  7fbd21e000 0
tgid 815  "power@1.3-servi"  7fbf700000 0
tgid 815  "power@1.3-servi"  7fbd206000 0
tgid 815  "power@1.3-servi"  7fbd209000 0
tgid 815  "power@1.3-servi"  7fbd24e000 0
tgid 815  "power@1.3-servi"  7fbd9bf000 0
tgid 815  "power@1.3-servi"  7fbd20d000 0
tgid 815  "power@1.3-servi"  7fbd221000 0
tgid 2041  "droid.launcher3"  7fffffa000 0
tgid 2041  "droid.launcher3"  13011000 0
tgid 2041  "droid.launcher3"  7ec5f54000 0
tgid 2041  "droid.launcher3"  1300d000 0
tgid 2041  "droid.launcher3"  13d50000 0
tgid 2041  "droid.launcher3"  9e719000 0
tgid 815  "power@1.3-servi"  7fbd9df000 0
tgid 815  "power@1.3-servi"  7fbd219000 0
tgid 2041  "droid.launcher3"  13d49000 0
tgid 2041  "droid.launcher3"  7f289fb000 0
tgid 815  "power@1.3-servi"  7fffffe000 0
tgid 815  "power@1.3-servi"  7fbb851000 0
tgid 815  "power@1.3-servi"  7fbdb87000 0
tgid 2041  "droid.launcher3"  13d4a000 0
tgid 2041  "droid.launcher3"  9e718000 0
tgid 2041  "droid.launcher3"  9e815000 0
tgid 815  "power@1.3-servi"  7fbb800000 0
tgid 2041  "droid.launcher3"  9e826000 0
tgid 815  "power@1.3-servi"  7fbb820000 0
tgid 815  "power@1.3-servi"  7fbb83f000 0
tgid 815  "power@1.3-servi"  7fbb85c000 0
tgid 2041  "droid.launcher3"  9e820000 0
tgid 815  "power@1.3-servi"  7fbb844000 0
tgid 815  "power@1.3-servi"  7fbb859000 0
tgid 815  "power@1.3-servi"  7fbdb83000 0
tgid 2041  "droid.launcher3"  13001000 0
tgid 2041  "droid.launcher3"  13d54000 0
tgid 2041  "droid.launcher3"  7ecca01000 0
tgid 2041  "droid.launcher3"  7f28b5d000 0
tgid 2041  "droid.launcher3"  13d55000 0
tgid 2041  "droid.launcher3"  13d51000 0
tgid 2041  "droid.launcher3"  7ecca02000 0
tgid 2041  "droid.launcher3"  9e6e1000 0
tgid 2041  "droid.launcher3"  7fbe264000 0
tgid 2041  "droid.launcher3"  9e6e2000 0
tgid 815  "power@1.3-servi"  7fbdb84000 0
tgid 2041  "droid.launcher3"  9e6fa000 0
tgid 2041  "droid.launcher3"  9e6e3000 0
tgid 2041  "droid.launcher3"  7ecca00000 0
tgid 2041  "droid.launcher3"  9e6fb000 0
tgid 815  "power@1.3-servi"  7fbd201000 0
tgid 815  "power@1.3-servi"  7fbd200000 0
tgid 815  "power@1.3-servi"  7fbd211000 0
tgid 815  "power@1.3-servi"  7fbb84b000 0
tgid 815  "power@1.3-servi"  7fbb84c000 0
tgid 815  "power@1.3-servi"  7fbd404000 0
tgid 815  "power@1.3-servi"  7fbd400000 0
tgid 815  "power@1.3-servi"  7fbd407000 0
tgid 815  "power@1.3-servi"  7fbd406000 0
tgid 2041  "droid.launcher3"  9e7e9000 0
tgid 2041  "droid.launcher3"  9e7f3000 0
tgid 2041  "droid.launcher3"  9e6fc000 0
tgid 2041  "droid.launcher3"  9e739000 0
tgid 815  "power@1.3-servi"  7fbd205000 0
tgid 815  "power@1.3-servi"  7fbb84d000 0
tgid 815  "power@1.3-servi"  7fbcfe9000 0
tgid 815  "NodeLooperThrea"  7fbb7fc000 0
tgid 815  "NodeLooperThrea"  7fbb7fb000 0
tgid 815  "NodeLooperThrea"  7fbb83e000 0
tgid 815  "NodeLooperThrea"  7fbb83d000 0
tgid 815  "power@1.3-servi"  7fbb6ff000 0
tgid 2041  "droid.launcher3"  9e714000 0
tgid 2041  "droid.launcher3"  9e6ca000 0
tgid 2041  "droid.launcher3"  9e886000 0
tgid 2041  "droid.launcher3"  9e7f8000 0
tgid 815  "NodeLooperThrea"  7fbb81b000 0
tgid 815  "power@1.3-servi"  7fbb6fe000 0
tgid 2041  "droid.launcher3"  9e7ed000 0
tgid 815  "NodeLooperThrea"  7fbb84e000 0
tgid 815  "NodeLooperThrea"  7fbb81d000 0
tgid 815  "NodeLooperThrea"  7fbb85b000 0
tgid 2041  "droid.launcher3"  9e814000 0
tgid 2041  "droid.launcher3"  9e7f5000 0
tgid 2041  "droid.launcher3"  9e71a000 0
tgid 2041  "droid.launcher3"  13d6d000 0
tgid 2041  "droid.launcher3"  9e71f000 0
tgid 2041  "droid.launcher3"  13d43000 0
tgid 2041  "droid.launcher3"  9e6df000 0
tgid 2041  "droid.launcher3"  9e724000 0
tgid 2041  "droid.launcher3"  13cbf000 0
tgid 2041  "droid.launcher3"  9e6db000 0
tgid 2041  "droid.launcher3"  9e72d000 0
tgid 2041  "droid.launcher3"  9e70c000 0
tgid 2041  "droid.launcher3"  9e6d4000 0
tgid 2041  "droid.launcher3"  9e725000 0
tgid 2041  "droid.launcher3"  9e711000 0
tgid 2041  "droid.launcher3"  13cb1000 0
tgid 2041  "droid.launcher3"  9e70a000 0
tgid 2041  "droid.launcher3"  9e756000 0
tgid 2041  "droid.launcher3"  9e801000 0
tgid 815  "NodeLooperThrea"  7fbd269000 0
tgid 815  "NodeLooperThrea"  7fbd26a000 0
tgid 815  "NodeLooperThrea"  7fbe23d000 0
tgid 815  "NodeLooperThrea"  7fbb83b000 0
tgid 815  "NodeLooperThrea"  7fbcfdc000 0
tgid 2041  "droid.launcher3"  9e7ad000 0
tgid 815  "NodeLooperThrea"  7fbe23c000 0
tgid 2041  "droid.launcher3"  7f298c4000 0
tgid 2041  "droid.launcher3"  7f289f8000 0
tgid 2041  "droid.launcher3"  9e806000 0
tgid 815  "NodeLooperThrea"  7fbb7fa000 0
tgid 815  "NodeLooperThrea"  7fbe063000 0
tgid 2041  "droid.launcher3"  7fffff9000 0
tgid 2041  "droid.launcher3"  9e6f0000 0
tgid 2041  "droid.launcher3"  132e3000 0
tgid 2041  "droid.launcher3"  9e75f000 0
tgid 2041  "droid.launcher3"  9e807000 0
tgid 815  "NodeLooperThrea"  7fbf5e3000 0
tgid 2041  "droid.launcher3"  9e7b7000 0
tgid 2041  "droid.launcher3"  9e6fd000 0
tgid 2041  "droid.launcher3"  9e76b000 0
tgid 2041  "droid.launcher3"  9e7c2000 0
tgid 815  "NodeLooperThrea"  7fbda33000 0
tgid 2041  "droid.launcher3"  13c9d000 0
tgid 2041  "droid.launcher3"  9e7bf000 0
tgid 2041  "droid.launcher3"  9e7e4000 0
tgid 2041  "droid.launcher3"  7f289ff000 0
tgid 2041  "droid.launcher3"  7f29920000 0
tgid 2041  "droid.launcher3"  9e6da000 0
tgid 2041  "droid.launcher3"  9e7cc000 0
tgid 2041  "droid.launcher3"  9e7ea000 0
tgid 2041  "droid.launcher3"  9e75e000 0
tgid 2041  "droid.launcher3"  9e7b4000 0
tgid 2041  "droid.launcher3"  13ca5000 0
tgid 2041  "droid.launcher3"  9e7fe000 0
tgid 2041  "droid.launcher3"  9e776000 0
tgid 2041  "droid.launcher3"  9e816000 0
tgid 2041  "droid.launcher3"  9e7ac000 0
tgid 2041  "droid.launcher3"  9e726000 0
tgid 2041  "droid.launcher3"  9e70d000 0
tgid 2041  "droid.launcher3"  9e72e000 0
tgid 2041  "droid.launcher3"  7ecca04000 0
tgid 2041  "droid.launcher3"  9e6dc000 0
tgid 2041  "droid.launcher3"  13d41000 0
tgid 2041  "droid.launcher3"  9e6e0000 0
tgid 2041  "droid.launcher3"  9e6e4000 0
tgid 2041  "droid.launcher3"  13d6e000 0
tgid 2041  "droid.launcher3"  7ecca7e000 0
tgid 2041  "droid.launcher3"  1300c000 0
tgid 2041  "droid.launcher3"  1300e000 0
tgid 2041  "droid.launcher3"  7ec5f52000 0
tgid 2041  "droid.launcher3"  7f28b48000 0
tgid 2041  "droid.launcher3"  7ec77cd000 0
tgid 2041  "droid.launcher3"  9e7fc000 0
tgid 2041  "droid.launcher3"  7fbe23b000 0
tgid 2041  "droid.launcher3"  9e727000 0
tgid 2041  "droid.launcher3"  9e70b000 0
tgid 2041  "droid.launcher3"  9e7ef000 0
tgid 2041  "droid.launcher3"  9e7fa000 0
tgid 2041  "droid.launcher3"  7fbe292000 0
tgid 2041  "droid.launcher3"  7f29921000 0
tgid 2041  "droid.launcher3"  9e7f9000 0
tgid 2041  "droid.launcher3"  13005000 0
tgid 2041  "droid.launcher3"  9e712000 0
tgid 2041  "droid.launcher3"  132dc000 0
tgid 2041  "droid.launcher3"  7ecca03000 0
tgid 2041  "droid.launcher3"  132cc000 0
tgid 2041  "droid.launcher3"  7eccabe000 0
tgid 2041  "droid.launcher3"  7fbe22d000 0
tgid 2041  "droid.launcher3"  9e713000 0
tgid 2041  "droid.launcher3"  9e7f2000 0
tgid 2041  "droid.launcher3"  9e825000 0
tgid 2041  "droid.launcher3"  9e885000 0
tgid 2041  "droid.launcher3"  9e81f000 0
tgid 2041  "droid.launcher3"  9e7f0000 0
tgid 2041  "droid.launcher3"  9e6d8000 0
tgid 2041  "droid.launcher3"  132c9000 0
tgid 2041  "droid.launcher3"  9e6d9000 0
tgid 2041  "droid.launcher3"  9e7da000 0
tgid 2041  "droid.launcher3"  13cb4000 0
tgid 2041  "droid.launcher3"  9e701000 0
tgid 2041  "droid.launcher3"  9e700000 0
tgid 2041  "droid.launcher3"  7ecca82000 0
tgid 2041  "droid.launcher3"  9e6e6000 0
tgid 2041  "droid.launcher3"  9e6e5000 0
tgid 2041  "droid.launcher3"  132ca000 0
tgid 2041  "droid.launcher3"  132cb000 0
tgid 2041  "droid.launcher3"  7ecc84b000 0
tgid 2041  "droid.launcher3"  9e763000 0
tgid 2041  "droid.launcher3"  9e809000 0
tgid 2041  "droid.launcher3"  9e7bb000 0
tgid 2041  "droid.launcher3"  7ec5f55000 0
tgid 2041  "droid.launcher3"  7fbf5e3000 0
tgid 2041  "droid.launcher3"  7ecc840000 0
tgid 2041  "droid.launcher3"  7ecc841000 0
tgid 2041  "droid.launcher3"  7f28a21000 0
tgid 2041  "droid.launcher3"  130c2000 0
tgid 2041  "droid.launcher3"  130c3000 0
tgid 2041  "droid.launcher3"  9e7de000 0
tgid 2041  "droid.launcher3"  1301e000 0
tgid 2041  "droid.launcher3"  7fbf700000 0
tgid 2041  "droid.launcher3"  7ec5cac000 0
tgid 2041  "droid.launcher3"  7ec77d7000 0
tgid 2041  "droid.launcher3"  7ec77d8000 0
tgid 2041  "droid.launcher3"  7fbe1d3000 0
tgid 2041  "droid.launcher3"  7fbe346000 0
tgid 2041  "droid.launcher3"  7fbe166000 0
tgid 2041  "droid.launcher3"  7f28b16000 0
tgid 2041  "droid.launcher3"  7ec7564000 0
tgid 2041  "droid.launcher3"  7f2d23b000 0
tgid 2041  "droid.launcher3"  7f2d23a000 0
tgid 2041  "droid.launcher3"  13ca4000 0
tgid 2041  "droid.launcher3"  9e6e8000 0
tgid 2041  "droid.launcher3"  9e7df000 0
tgid 2041  "droid.launcher3"  9e7e0000 0
tgid 2041  "droid.launcher3"  7fbe1a4000 0
tgid 2041  "droid.launcher3"  7fbe1f5000 0
tgid 2041  "droid.launcher3"  9e7d9000 0
tgid 2041  "droid.launcher3"  9e769000 0
tgid 2041  "droid.launcher3"  132e4000 0
tgid 2041  "droid.launcher3"  9e75c000 0
tgid 2041  "droid.launcher3"  9e7b2000 0
tgid 2041  "droid.launcher3"  9e707000 0
tgid 2041  "droid.launcher3"  9e7aa000 0
tgid 2041  "droid.launcher3"  9e767000 0
tgid 2041  "droid.launcher3"  13c9c000 0
tgid 2041  "droid.launcher3"  9e754000 0
tgid 2041  "droid.launcher3"  9e765000 0
tgid 2041  "droid.launcher3"  9e7bc000 0
tgid 2041  "droid.launcher3"  9e77b000 0
tgid 2041  "droid.launcher3"  9e771000 0
tgid 2041  "droid.launcher3"  724b4000 0
tgid 2041  "droid.launcher3"  9e780000 0
tgid 2041  "droid.launcher3"  9e760000 0
tgid 2041  "droid.launcher3"  9e755000 0
tgid 2041  "droid.launcher3"  9e7c3000 0
tgid 2041  "droid.launcher3"  9e743000 0
tgid 2041  "droid.launcher3"  13d79000 0
tgid 2041  "droid.launcher3"  13d6c000 0
tgid 2041  "droid.launcher3"  9e6f5000 0
tgid 2041  "droid.launcher3"  9e6f6000 0
tgid 2041  "droid.launcher3"  9e7e6000 0
tgid 2041  "droid.launcher3"  9e6d2000 0
tgid 2041  "droid.launcher3"  9e7f4000 0
tgid 2041  "droid.launcher3"  9e80e000 0
tgid 2041  "droid.launcher3"  9e6ff000 0
tgid 2041  "droid.launcher3"  9e7c5000 0
tgid 2041  "droid.launcher3"  9e76e000 0
tgid 2041  "droid.launcher3"  9e782000 0
tgid 2041  "droid.launcher3"  9e706000 0
tgid 2041  "droid.launcher3"  9e7ba000 0
tgid 2041  "droid.launcher3"  9e6d6000 0
tgid 2041  "droid.launcher3"  9e803000 0
tgid 2041  "droid.launcher3"  13cac000 0
tgid 2041  "droid.launcher3"  9e702000 0
tgid 2041  "droid.launcher3"  9e728000 0
tgid 2041  "droid.launcher3"  9e818000 0
tgid 2041  "droid.launcher3"  9e7fd000 0
tgid 2041  "droid.launcher3"  13d6f000 0
tgid 2041  "droid.launcher3"  9e759000 0
tgid 2041  "droid.launcher3"  9e7b0000 0
tgid 2041  "droid.launcher3"  9e781000 0
tgid 2041  "droid.launcher3"  9e77a000 0
tgid 2041  "droid.launcher3"  9e779000 0
tgid 2041  "droid.launcher3"  9e7d0000 0
tgid 2041  "droid.launcher3"  9e709000 0
tgid 2041  "droid.launcher3"  9e7ee000 0
tgid 2041  "droid.launcher3"  9e70e000 0
tgid 2041  "droid.launcher3"  9e7d8000 0
tgid 2041  "droid.launcher3"  9e7d1000 0
tgid 2041  "droid.launcher3"  9e6f4000 0
tgid 2041  "droid.launcher3"  9e7e5000 0
tgid 2041  "droid.launcher3"  7fbe2f6000 0
tgid 2041  "droid.launcher3"  7f2898a000 0
tgid 2041  "droid.launcher3"  7ecc896000 0
tgid 2041  "droid.launcher3"  7f289cd000 0
tgid 2041  "droid.launcher3"  7f28b35000 0
tgid 2041  "droid.launcher3"  7f28a02000 0
tgid 2041  "droid.launcher3"  7f28b06000 0
tgid 2041  "droid.launcher3"  9e766000 0
tgid 2041  "droid.launcher3"  9e773000 0
tgid 2041  "droid.launcher3"  9e7ca000 0
tgid 2041  "droid.launcher3"  9e77c000 0
tgid 2041  "droid.launcher3"  9e742000 0
tgid 2041  "droid.launcher3"  9e71c000 0
tgid 2041  "droid.launcher3"  13d44000 0
tgid 2041  "droid.launcher3"  7fbe260000 0
tgid 2041  "droid.launcher3"  9e6cc000 0
tgid 2041  "droid.launcher3"  9e778000 0
tgid 2041  "droid.launcher3"  9e7ce000 0
tgid 2041  "droid.launcher3"  9e80d000 0
tgid 2041  "droid.launcher3"  9e824000 0
tgid 2041  "droid.launcher3"  9e81d000 0
tgid 2041  "droid.launcher3"  9e823000 0
tgid 2041  "droid.launcher3"  9e81b000 0
tgid 2041  "droid.launcher3"  7ecca48000 0
tgid 2041  "droid.launcher3"  9e757000 0
tgid 2041  "droid.launcher3"  9e802000 0
tgid 2041  "RenderThread"  7ec7516000 0
tgid 2041  "RenderThread"  7f2d265000 0
tgid 2041  "droid.launcher3"  9e7ae000 0
tgid 2041  "droid.launcher3"  9e7c6000 0
tgid 2041  "droid.launcher3"  13d42000 0
tgid 2041  "droid.launcher3"  9e6ed000 0
tgid 2041  "droid.launcher3"  9e7c0000 0
tgid 2041  "droid.launcher3"  9e819000 0
tgid 2041  "droid.launcher3"  9e764000 0
tgid 2041  "droid.launcher3"  9e774000 0
tgid 2041  "droid.launcher3"  9e6dd000 0
tgid 2041  "droid.launcher3"  9e7dd000 0
tgid 2041  "droid.launcher3"  9e7d7000 0
tgid 2041  "droid.launcher3"  13c98000 0
tgid 2041  "droid.launcher3"  9e745000 0
tgid 2041  "droid.launcher3"  9e7c1000 0
tgid 2041  "droid.launcher3"  9e753000 0
tgid 2041  "droid.launcher3"  13ca6000 0
tgid 2041  "droid.launcher3"  9e744000 0
tgid 2041  "UiThreadHelper"  9e73c000 0
tgid 2041  "droid.launcher3"  9e80b000 0
tgid 2041  "UiThreadHelper"  9e813000 0
tgid 2041  "droid.launcher3"  9e7bd000 0
tgid 2041  "droid.launcher3"  9e73d000 0
tgid 2041  "droid.launcher3"  9e748000 0
tgid 2041  "droid.launcher3"  9e805000 0
tgid 2041  "droid.launcher3"  9e746000 0
tgid 2041  "droid.launcher3"  9e7b8000 0
tgid 2041  "droid.launcher3"  9e752000 0
tgid 2041  "droid.launcher3"  9e7ff000 0
tgid 2041  "droid.launcher3"  9e81c000 0
tgid 2041  "droid.launcher3"  13282000 0
tgid 2041  "droid.launcher3"  9e6f7000 0
tgid 2041  "droid.launcher3"  9e6f8000 0
tgid 2041  "droid.launcher3"  13283000 0
tgid 2041  "droid.launcher3"  13284000 0
tgid 2041  "droid.launcher3"  13285000 0
tgid 2041  "droid.launcher3"  13286000 0
tgid 2041  "droid.launcher3"  13287000 0
tgid 2041  "droid.launcher3"  13288000 0
tgid 2041  "droid.launcher3"  13289000 0
tgid 2041  "droid.launcher3"  9e7e7000 0
tgid 2041  "droid.launcher3"  13002000 0
tgid 2041  "droid.launcher3"  132bf000 0
tgid 2041  "droid.launcher3"  132c0000 0
tgid 2041  "droid.launcher3"  132bd000 0
tgid 2041  "droid.launcher3"  132bc000 0
tgid 2041  "droid.launcher3"  132ba000 0
tgid 2041  "droid.launcher3"  132b9000 0
tgid 2041  "droid.launcher3"  132b8000 0
tgid 2041  "droid.launcher3"  132b7000 0
tgid 2041  "droid.launcher3"  132b6000 0
tgid 2041  "droid.launcher3"  132b5000 0
tgid 2041  "droid.launcher3"  132b4000 0
tgid 2041  "droid.launcher3"  132b3000 0
tgid 2041  "droid.launcher3"  132b2000 0
tgid 2041  "droid.launcher3"  132b1000 0
tgid 2041  "droid.launcher3"  132af000 0
tgid 2041  "droid.launcher3"  132ae000 0
tgid 2041  "droid.launcher3"  132ac000 0
tgid 2041  "droid.launcher3"  132ab000 0
tgid 2041  "droid.launcher3"  132a9000 0
tgid 2041  "droid.launcher3"  132a8000 0
tgid 2041  "droid.launcher3"  132a6000 0
tgid 2041  "droid.launcher3"  132a7000 0
tgid 2041  "droid.launcher3"  132a5000 0
tgid 2041  "droid.launcher3"  132a4000 0
tgid 2041  "droid.launcher3"  132a3000 0
tgid 2041  "droid.launcher3"  132a1000 0
tgid 2041  "droid.launcher3"  132a0000 0
tgid 2041  "droid.launcher3"  1329e000 0
tgid 2041  "droid.launcher3"  1329d000 0
tgid 2041  "droid.launcher3"  1329b000 0
tgid 2041  "droid.launcher3"  1329a000 0
tgid 2041  "droid.launcher3"  13298000 0
tgid 2041  "droid.launcher3"  13299000 0
tgid 2041  "droid.launcher3"  13297000 0
tgid 2041  "droid.launcher3"  13296000 0
tgid 2041  "droid.launcher3"  13295000 0
tgid 2041  "droid.launcher3"  13294000 0
tgid 2041  "droid.launcher3"  13293000 0
tgid 2041  "droid.launcher3"  13292000 0
tgid 2041  "droid.launcher3"  13290000 0
tgid 2041  "droid.launcher3"  1328f000 0
tgid 2041  "droid.launcher3"  1328d000 0
tgid 2041  "droid.launcher3"  1328c000 0
tgid 2041  "droid.launcher3"  1328a000 0
tgid 2041  "droid.launcher3"  9e6d3000 0
tgid 2041  "droid.launcher3"  9e729000 0
tgid 2041  "droid.launcher3"  9e731000 0
tgid 2041  "droid.launcher3"  9e827000 0
tgid 2041  "droid.launcher3"  9e821000 0
tgid 2041  "droid.launcher3"  7f28a22000 0
tgid 2041  "droid.launcher3"  7ecca80000 0
tgid 2041  "droid.launcher3"  9e72a000 0
tgid 2041  "droid.launcher3"  9e72f000 0
tgid 2041  "droid.launcher3"  9e7f1000 0
tgid 2041  "droid.launcher3"  7ecc90d000 0
tgid 2041  "droid.launcher3"  7ec5d0a000 0
tgid 2041  "droid.launcher3"  9e777000 0
tgid 2041  "droid.launcher3"  9e7cd000 0
tgid 2041  "droid.launcher3"  9e6cf000 0
tgid 2041  "droid.launcher3"  7ecca81000 0
tgid 2041  "droid.launcher3"  13c9f000 0
tgid 2041  "droid.launcher3"  1328b000 0
tgid 2041  "droid.launcher3"  132e2000 0
tgid 2041  "droid.launcher3"  13cab000 0
tgid 2041  "droid.launcher3"  13ca0000 0
tgid 2041  "droid.launcher3"  13ca1000 0
