tgid 5598  "adbd"  7fbd039000 0
tgid 603  "composer@2.3-se"  7ffffc0000 0
tgid 603  "composer@2.3-se"  7ffffc1000 0
tgid 603  "composer@2.3-se"  7ffffc2000 0
tgid 603  "composer@2.3-se"  7fb46a8000 0
tgid 1995  "droid.launcher3"  13d50000 0
tgid 1995  "droid.launcher3"  9ebff000 0
tgid 1653  "ndroid.systemui"  9edd8000 0
tgid 603  "composer@2.3-se"  7fb46a9000 0
tgid 1995  "droid.launcher3"  13cac000 0
tgid 1995  "droid.launcher3"  9ebbf000 0
tgid 1653  "ndroid.systemui"  9ed49000 0
tgid 1653  "ndroid.systemui"  9edfb000 0
tgid 603  "composer@2.3-se"  7ffffa3000 0
tgid 603  "composer@2.3-se"  7fb46c6000 0
tgid 1995  "droid.launcher3"  9ec04000 0
tgid 1653  "ndroid.systemui"  9ed26000 0
tgid 1653  "ndroid.systemui"  9edb4000 0
tgid 603  "composer@2.3-se"  7fb46c7000 0
tgid 1995  "droid.launcher3"  9ebbb000 0
tgid 1653  "ndroid.systemui"  9ed14000 0
tgid 1653  "ndroid.systemui"  9edc4000 0
tgid 603  "composer@2.3-se"  7fb46e4000 0
tgid 1995  "droid.launcher3"  9ec0d000 0
tgid 1653  "ndroid.systemui"  7eb4670000 0
tgid 603  "composer@2.3-se"  7ffffa4000 0
tgid 603  "composer@2.3-se"  7fb46c8000 0
tgid 1995  "droid.launcher3"  9ebec000 0
tgid 1653  "ndroid.systemui"  9ee64000 0
tgid 603  "composer@2.3-se"  7fb5e59000 0
tgid 603  "composer@2.3-se"  7fbd138000 0
tgid 603  "composer@2.3-se"  7fbd139000 0
tgid 603  "composer@2.3-se"  7fbd137000 0
tgid 603  "composer@2.3-se"  7fb5e6d000 0
tgid 1995  "droid.launcher3"  9ebb4000 0
tgid 1653  "ndroid.systemui"  9ed9d000 0
tgid 1995  "droid.launcher3"  9ec05000 0
tgid 1653  "ndroid.systemui"  9edf0000 0
tgid 1995  "droid.launcher3"  9ebf1000 0
tgid 1995  "droid.launcher3"  9ebea000 0
tgid 1653  "ndroid.systemui"  9ee4e000 0
tgid 1653  "ndroid.systemui"  9ed23000 0
tgid 1653  "ndroid.systemui"  9ee90000 0
tgid 1995  "droid.launcher3"  9ec36000 0
tgid 1995  "droid.launcher3"  9ece1000 0
tgid 1653  "ndroid.systemui"  9edd3000 0
tgid 1995  "droid.launcher3"  9ec8d000 0
tgid 1653  "ndroid.systemui"  9ed0f000 0
tgid 1653  "ndroid.systemui"  9edbe000 0
tgid 1995  "droid.launcher3"  13d73000 0
tgid 1995  "droid.launcher3"  7fffffb000 0
tgid 1995  "droid.launcher3"  7f298e3000 0
tgid 1995  "droid.launcher3"  7f289f8000 0
tgid 1995  "droid.launcher3"  9ece6000 0
tgid 1653  "ndroid.systemui"  9ede6000 0
tgid 1995  "droid.launcher3"  7fffff9000 0
tgid 1995  "droid.launcher3"  9ebd0000 0
tgid 1995  "droid.launcher3"  13d72000 0
tgid 1995  "droid.launcher3"  9ec3f000 0
tgid 1653  "ndroid.systemui"  7eb56dc000 0
tgid 1653  "ndroid.systemui"  7eb56dd000 0
tgid 1653  "ndroid.systemui"  7eb56de000 0
tgid 1653  "ndroid.systemui"  1399d000 0
tgid 1653  "ndroid.systemui"  1399e000 0
tgid 1995  "droid.launcher3"  9ece7000 0
tgid 1653  "ndroid.systemui"  7fbc530000 0
tgid 1653  "ndroid.systemui"  7fbc52e000 0
tgid 1995  "droid.launcher3"  9eca4000 0
tgid 1995  "droid.launcher3"  9ec97000 0
tgid 1995  "droid.launcher3"  9ebdd000 0
tgid 1995  "droid.launcher3"  13d78000 0
tgid 1995  "droid.launcher3"  9ec4b000 0
tgid 1995  "droid.launcher3"  9eca2000 0
tgid 1995  "droid.launcher3"  13c9e000 0
tgid 1995  "droid.launcher3"  9ec48000 0
tgid 1995  "droid.launcher3"  9ec9f000 0
tgid 1995  "droid.launcher3"  13d74000 0
tgid 1995  "droid.launcher3"  9ebfb000 0
tgid 1995  "droid.launcher3"  9ecc4000 0
tgid 1995  "droid.launcher3"  7fbe291000 0
tgid 1995  "droid.launcher3"  7ec3b30000 0
tgid 1995  "droid.launcher3"  9ebba000 0
tgid 1995  "droid.launcher3"  9ec55000 0
tgid 1995  "droid.launcher3"  9ecac000 0
tgid 1995  "droid.launcher3"  9ecca000 0
tgid 1995  "droid.launcher3"  13ca5000 0
tgid 1995  "droid.launcher3"  9ec3e000 0
tgid 1995  "droid.launcher3"  9ec94000 0
tgid 1995  "droid.launcher3"  13d7a000 0
tgid 1995  "droid.launcher3"  13c9f000 0
tgid 1995  "droid.launcher3"  13d40000 0
tgid 1995  "droid.launcher3"  9ecde000 0
tgid 1995  "droid.launcher3"  12f29000 0
tgid 1995  "droid.launcher3"  9ec56000 0
tgid 1995  "droid.launcher3"  9ecf6000 0
tgid 1995  "droid.launcher3"  9ec8c000 0
tgid 1995  "droid.launcher3"  13d66000 0
tgid 1995  "droid.launcher3"  9ec06000 0
tgid 1995  "droid.launcher3"  13d65000 0
tgid 1995  "droid.launcher3"  9ebed000 0
tgid 1995  "droid.launcher3"  13d5c000 0
tgid 1995  "droid.launcher3"  9ec0e000 0
tgid 1995  "droid.launcher3"  7ecec63000 0
tgid 1995  "droid.launcher3"  9ebbc000 0
tgid 1995  "droid.launcher3"  13d5a000 0
tgid 1995  "droid.launcher3"  7ececf5000 0
tgid 1995  "droid.launcher3"  9ebc0000 0
tgid 1995  "droid.launcher3"  7ececf6000 0
tgid 1995  "droid.launcher3"  9ebc4000 0
tgid 1995  "droid.launcher3"  7f28b5d000 0
tgid 1995  "droid.launcher3"  12ecd000 0
tgid 1995  "droid.launcher3"  7ec5456000 0
tgid 1995  "droid.launcher3"  7ec5455000 0
tgid 1995  "droid.launcher3"  7fbe1e7000 0
tgid 1995  "droid.launcher3"  7fbe17f000 0
tgid 1995  "droid.launcher3"  7f28ac2000 0
tgid 1995  "droid.launcher3"  7fbe20a000 0
tgid 1995  "droid.launcher3"  7f2896c000 0
tgid 1995  "droid.launcher3"  7f289bb000 0
tgid 1995  "droid.launcher3"  7f2d690000 0
tgid 1995  "droid.launcher3"  7f2d145000 0
tgid 1995  "droid.launcher3"  7f39800000 0
tgid 1995  "droid.launcher3"  7ec5688000 0
tgid 1995  "droid.launcher3"  9ecdc000 0
tgid 1995  "droid.launcher3"  7fbe265000 0
tgid 1995  "droid.launcher3"  9ec07000 0
tgid 1995  "droid.launcher3"  9ebeb000 0
tgid 1995  "droid.launcher3"  9eccf000 0
tgid 1995  "droid.launcher3"  9ecda000 0
tgid 1995  "droid.launcher3"  12f00000 0
tgid 1995  "droid.launcher3"  7fbe1cb000 0
tgid 1995  "droid.launcher3"  7ec3b31000 0
tgid 1995  "droid.launcher3"  9ecd9000 0
tgid 1995  "droid.launcher3"  12ec2000 0
tgid 1995  "droid.launcher3"  9ebf2000 0
tgid 1995  "droid.launcher3"  1326a000 0
tgid 1995  "droid.launcher3"  7ecec62000 0
tgid 1995  "droid.launcher3"  13259000 0
tgid 1995  "droid.launcher3"  7eced4a000 0
tgid 1995  "droid.launcher3"  7fbe22d000 0
tgid 1995  "droid.launcher3"  9ebf3000 0
tgid 1995  "droid.launcher3"  9ecd2000 0
tgid 1995  "droid.launcher3"  9ecf2000 0
tgid 1995  "droid.launcher3"  9ed05000 0
tgid 1995  "droid.launcher3"  9ed65000 0
tgid 1995  "droid.launcher3"  9ecff000 0
tgid 1995  "droid.launcher3"  9ecd0000 0
tgid 1995  "droid.launcher3"  13c9d000 0
tgid 1995  "droid.launcher3"  12ec1000 0
tgid 1995  "droid.launcher3"  9ebb8000 0
tgid 1995  "droid.launcher3"  13257000 0
tgid 1995  "droid.launcher3"  7ececc2000 0
tgid 1995  "droid.launcher3"  9ebb9000 0
tgid 1995  "droid.launcher3"  9ecba000 0
tgid 1995  "droid.launcher3"  13d67000 0
tgid 1995  "droid.launcher3"  9ebe1000 0
tgid 1995  "droid.launcher3"  9ebe0000 0
tgid 1995  "droid.launcher3"  13d68000 0
tgid 1995  "droid.launcher3"  7ececc6000 0
tgid 1995  "droid.launcher3"  9ebc6000 0
tgid 1995  "droid.launcher3"  9ebc5000 0
tgid 1995  "droid.launcher3"  13258000 0
tgid 1995  "droid.launcher3"  7ec3cd6000 0
tgid 1995  "droid.launcher3"  9ec43000 0
tgid 1995  "droid.launcher3"  9ece9000 0
tgid 1995  "droid.launcher3"  9ec9b000 0
tgid 1995  "droid.launcher3"  7f2d275000 0
tgid 1995  "droid.launcher3"  7fbe1d0000 0
tgid 1995  "droid.launcher3"  7f395f0000 0
tgid 1995  "droid.launcher3"  7eceafc000 0
tgid 1995  "droid.launcher3"  12dc6000 0
tgid 1995  "droid.launcher3"  7f350ce000 0
tgid 1995  "droid.launcher3"  7fbf5e3000 0
tgid 1995  "droid.launcher3"  7ec3b32000 0
tgid 1995  "droid.launcher3"  13c80000 0
tgid 1995  "droid.launcher3"  7fbe254000 0
tgid 1995  "droid.launcher3"  7f39aba000 0
tgid 1995  "droid.launcher3"  12ed2000 0
tgid 1995  "droid.launcher3"  72bab000 0
tgid 1995  "droid.launcher3"  72d18000 0
tgid 1995  "droid.launcher3"  13c95000 0
tgid 1995  "droid.launcher3"  7f28b4e000 0
tgid 1995  "droid.launcher3"  7fbe1fd000 0
tgid 1995  "droid.launcher3"  7f395f1000 0
tgid 1995  "droid.launcher3"  7eceafd000 0
tgid 1995  "droid.launcher3"  12ef5000 0
tgid 1995  "droid.launcher3"  13c85000 0
tgid 1995  "droid.launcher3"  12efb000 0
tgid 1995  "droid.launcher3"  9ecbe000 0
tgid 1995  "droid.launcher3"  12ed8000 0
tgid 1995  "droid.launcher3"  7fbf700000 0
tgid 1995  "droid.launcher3"  7fbda9d000 0
tgid 1995  "droid.launcher3"  7f28b3c000 0
tgid 1995  "droid.launcher3"  7fbe180000 0
tgid 1995  "droid.launcher3"  7f2d276000 0
tgid 1340  "Binder:1340_19"  7e66b05000 0
tgid 1340  "InputDispatcher"  7e812aa000 0
tgid 1340  "android.ui"  7f2895f000 0
tgid 1340  "android.ui"  7ec9021000 0
tgid 1340  "android.ui"  7ec9022000 0
tgid 1340  "android.ui"  7ec901f000 0
tgid 1340  "android.ui"  7f2d248000 0
tgid 1340  "android.ui"  14386000 0
tgid 1340  "android.ui"  7eb7f78000 0
tgid 1340  "android.ui"  7eb7f79000 0
tgid 1995  "droid.launcher3"  7eced22000 0
tgid 1995  "droid.launcher3"  7eced23000 0
tgid 1995  "droid.launcher3"  7fbe1d3000 0
tgid 1995  "droid.launcher3"  7fbe301000 0
tgid 1995  "droid.launcher3"  7fbe1c5000 0
tgid 1995  "droid.launcher3"  7fbb12b000 0
tgid 1995  "droid.launcher3"  7fbe166000 0
tgid 1995  "droid.launcher3"  7f28af3000 0
tgid 1995  "droid.launcher3"  7fbe1ca000 0
tgid 1995  "droid.launcher3"  7f28b4c000 0
tgid 1653  "ndroid.systemui"  7f28e3c000 0
tgid 1653  "ndroid.systemui"  7f3986c000 0
tgid 1653  "ndroid.systemui"  7eb46a0000 0
tgid 1653  "ndroid.systemui"  7eb46a1000 0
tgid 1653  "ndroid.systemui"  7eacbd9000 0
tgid 600  "surfaceflinger"  7fba725000 0
tgid 1653  "RenderThread"  7fbe175000 0
tgid 1995  "RenderThread"  7ecb763000 0
tgid 1995  "RenderThread"  7fbe231000 0
tgid 1995  "RenderThread"  7ecb764000 0
tgid 1995  "RenderThread"  7f289be000 0
tgid 1995  "RenderThread"  7eced31000 0
tgid 1995  "RenderThread"  7fbd07e000 0
tgid 1995  "RenderThread"  7fbe1ec000 0
tgid 1995  "RenderThread"  7ecb762000 0
tgid 1995  "RenderThread"  7fbaccc000 0
tgid 1995  "RenderThread"  7fbe1fb000 0
tgid 1995  "RenderThread"  7eceb1a000 0
tgid 1995  "RenderThread"  7eceb17000 0
tgid 1995  "RenderThread"  7eceb5b000 0
tgid 1995  "RenderThread"  7fbe175000 0
tgid 1995  "RenderThread"  7f28b2e000 0
tgid 1995  "RenderThread"  7eceb37000 0
tgid 6125  "RenderThread"  7e94ac3000 0
tgid 6125  "RenderThread"  7f28a80000 0
tgid 6125  "RenderThread"  7f2d691000 0
tgid 6125  "RenderThread"  7e94ac4000 0
tgid 6125  "RenderThread"  7e3204a000 0
tgid 6125  "RenderThread"  7fbe1eb000 0
tgid 6125  "RenderThread"  7e94ac2000 0
tgid 6125  "RenderThread"  7fbaccc000 0
tgid 6125  "RenderThread"  7fbb12b000 0
tgid 6125  "RenderThread"  7eb2bd0000 0
tgid 6125  "RenderThread"  7f28bd4000 0
tgid 6125  "RenderThread"  7f28bd5000 0
tgid 6125  "RenderThread"  7e92e7a000 0
tgid 6125  "RenderThread"  7fbe175000 0
tgid 6125  "RenderThread"  7f292fd000 0
tgid 6125  "RenderThread"  7eb2bce000 0
tgid 5785  "RenderThread"  7f29d11000 0
tgid 5785  "RenderThread"  7f28e11000 0
tgid 5785  "RenderThread"  7f28fef000 0
tgid 1340  "RenderThread"  7e6a1ae000 0
tgid 1340  "RenderThread"  7eb4ca0000 0
tgid 1340  "RenderThread"  7e6a1af000 0
tgid 1340  "RenderThread"  7f2d753000 0
tgid 1340  "RenderThread"  7ec8dbd000 0
tgid 1340  "RenderThread"  7f28b42000 0
tgid 1340  "RenderThread"  7e6a1ad000 0
tgid 1340  "RenderThread"  7fbaccc000 0
tgid 1340  "RenderThread"  7ed0d36000 0
tgid 1340  "RenderThread"  7eb7045000 0
tgid 1340  "RenderThread"  7ec8ed4000 0
tgid 1340  "RenderThread"  7eb7f9c000 0
tgid 600  "Binder:600_3"  7faa364000 0
tgid 600  "Binder:600_3"  7faa365000 0
tgid 600  "Binder:600_3"  7fba62d000 0
tgid 600  "Binder:600_3"  7fba6f2000 0
tgid 600  "Binder:600_3"  7faa6fa000 0
tgid 600  "Binder:600_3"  7faa6fb000 0
tgid 600  "Binder:600_5"  7fba699000 0
tgid 600  "Binder:600_5"  7fab937000 0
tgid 600  "Binder:600_5"  7fab938000 0
tgid 600  "Binder:600_5"  7fba660000 0
tgid 600  "Binder:600_5"  7fba601000 0
tgid 600  "Binder:600_5"  7fba6fd000 0
tgid 600  "Binder:600_5"  7fb750b000 0
tgid 600  "Binder:600_5"  7fb750c000 0
tgid 1995  "RenderThread"  7fbe162000 0
tgid 1995  "RenderThread"  7fbe2f1000 0
tgid 1995  "RenderThread"  7ec5729000 0
tgid 1995  "RenderThread"  7f28a00000 0
tgid 1995  "RenderThread"  7fbe35b000 0
tgid 1995  "RenderThread"  7fbc834000 0
tgid 1653  "RenderThread"  7f28f74000 0
tgid 1653  "RenderThread"  7f28f75000 0
tgid 1653  "RenderThread"  7fbc834000 0
tgid 600  "Binder:600_5"  7fbf5e3000 0
tgid 5785  "RenderThread"  7f29d12000 0
tgid 5785  "RenderThread"  7f28e44000 0
tgid 5785  "RenderThread"  7eba78a000 0
tgid 5785  "RenderThread"  7ebaa24000 0
tgid 5785  "RenderThread"  7f28e40000 0
tgid 600  "Binder:600_2"  7fbab02000 0
tgid 600  "Binder:600_2"  7fbab03000 0
tgid 600  "Binder:600_2"  7fbe1c7000 0
tgid 600  "Binder:600_2"  7fb757b000 0
tgid 600  "Binder:600_2"  7fbe1c2000 0
tgid 600  "Binder:600_2"  7fbe1c3000 0
tgid 600  "Binder:600_5"  7fbd59e000 0
tgid 600  "Binder:600_5"  7fba661000 0
tgid 600  "Binder:600_2"  7fb7994000 0
tgid 1995  "RenderThread"  7f28bd6000 0
tgid 1995  "RenderThread"  7f2d144000 0
tgid 1340  "RenderThread"  7eb4c16000 0
tgid 5785  "RenderThread"  7f28b39000 0
tgid 1995  "RenderThread"  7fbe1eb000 0
tgid 1995  "RenderThread"  7ec54d5000 0
tgid 6125  "RenderThread"  7eb2df6000 0
tgid 6125  "RenderThread"  7e73730000 0
tgid 6125  "RenderThread"  7e7469e000 0
tgid 6125  "RenderThread"  7fbc834000 0
tgid 1340  "android.display"  7ecd8ae000 0
tgid 1340  "android.display"  9ed6d000 0
tgid 6125  "RenderThread"  7fbe25f000 0
tgid 6125  "RenderThread"  7f28d50000 0
tgid 600  "Binder:600_1"  7fba695000 0
tgid 6125  "RenderThread"  7e48a79000 0
tgid 6125  "RenderThread"  7f28f45000 0
tgid 1340  "android.display"  9ee73000 0
tgid 1340  "android.display"  9ec61000 0
tgid 1340  "android.display"  9ec7f000 0
tgid 1340  "android.display"  9eefb000 0
tgid 1340  "android.display"  9eda8000 0
tgid 1340  "android.display"  9ec4c000 0
tgid 1340  "android.display"  13ed9000 0
tgid 1340  "android.display"  7f28a21000 0
tgid 1340  "android.display"  7eb6ea3000 0
tgid 1340  "android.display"  7f28a79000 0
tgid 1340  "android.display"  7f28b33000 0
tgid 1340  "android.display"  7e66b1a000 0
tgid 1340  "android.display"  7e66b52000 0
tgid 1340  "android.display"  7f28b35000 0
tgid 1340  "android.display"  7f28987000 0
tgid 1340  "android.display"  7ed0d4e000 0
tgid 1340  "android.display"  7f28b36000 0
tgid 1340  "android.display"  9ed7f000 0
tgid 1340  "android.display"  1510d000 0
tgid 1340  "android.display"  1510c000 0
tgid 1340  "android.display"  1510b000 0
tgid 1340  "android.display"  15104000 0
tgid 1340  "android.display"  7eb7eff000 0
tgid 1340  "android.display"  9eda9000 0
tgid 1340  "android.display"  13b34000 0
tgid 1340  "android.display"  139ce000 0
tgid 1340  "android.display"  7f2d66f000 0
tgid 1340  "android.display"  1393b000 0
tgid 1340  "android.display"  7e81232000 0
tgid 1340  "android.display"  1458a000 0
tgid 1340  "android.display"  7f2d6c9000 0
tgid 1340  "android.display"  14589000 0
tgid 1340  "android.display"  7eb7e6f000 0
tgid 1340  "android.display"  14586000 0
tgid 1340  "android.display"  7e66d9c000 0
tgid 1340  "android.display"  7eb4cda000 0
tgid 1340  "android.bg"  9eed0000 0
tgid 1340  "AudioService"  7e87bba000 0
tgid 1340  "AudioService"  7e87bbb000 0
tgid 1653  "Binder:1653_8"  139be000 0
tgid 1653  "Binder:1653_8"  7f28f3f000 0
tgid 1653  "Binder:1653_8"  7f28d7d000 0
tgid 1756  "Binder:1756_2"  7f2d668000 0
tgid 1756  "Binder:1756_2"  7f2dffd000 0
tgid 1756  "Binder:1756_2"  7f2dffe000 0
tgid 1845  "Binder:1845_2"  7f28abc000 0
tgid 1845  "Binder:1845_2"  7f2dffd000 0
tgid 1845  "Binder:1845_2"  7f2dffe000 0
tgid 1946  "Binder:1946_1"  7f28a4e000 0
tgid 1946  "Binder:1946_1"  7f2e0fa000 0
tgid 1946  "Binder:1946_1"  7f2e0fb000 0
tgid 1995  "Binder:1995_2"  7f2d668000 0
tgid 1995  "Binder:1995_2"  7f2dffd000 0
tgid 1995  "Binder:1995_2"  7f2dffe000 0
tgid 1995  "Binder:1995_2"  7f2d666000 0
tgid 1995  "Binder:1995_2"  7f2d673000 0
tgid 1995  "Binder:1995_2"  7f2d616000 0
tgid 1995  "Binder:1995_2"  7f2d61f000 0
tgid 1995  "Binder:1995_2"  7f2d669000 0
tgid 1995  "Binder:1995_2"  7fbe241000 0
tgid 2458  "Binder:2458_4"  7fbe298000 0
tgid 2458  "Binder:2458_4"  7ecd8e1000 0
tgid 2458  "Binder:2458_4"  7ecd8e2000 0
tgid 1653  "ScreenDecoratio"  7eb7921000 0
tgid 1653  "ScreenDecoratio"  7eb7922000 0
tgid 1653  "ScreenDecoratio"  7ec4a82000 0
tgid 1653  "ScreenDecoratio"  7ec4a83000 0
tgid 1653  "ScreenDecoratio"  7eb7920000 0
tgid 1653  "ScreenDecoratio"  7eb791f000 0
tgid 1340  "AudioService"  7eb7102000 0
tgid 1340  "AudioService"  7eb711e000 0
tgid 1340  "AudioService"  7e87bb9000 0
tgid 1340  "AudioService"  7e87bb8000 0
tgid 1946  "Binder:1946_1"  7f289fc000 0
tgid 1946  "Binder:1946_1"  7fbe180000 0
tgid 1946  "Binder:1946_1"  7fbe1d0000 0
tgid 1845  "Binder:1845_2"  7fbe1db000 0
tgid 1845  "Binder:1845_2"  7fbe180000 0
tgid 1845  "Binder:1845_2"  7fbe1d0000 0
tgid 1845  "Binder:1845_2"  7fbe22b000 0
tgid 1845  "Binder:1845_2"  7f28ac2000 0
tgid 2458  "Binder:2458_4"  7fbe1d6000 0
tgid 2458  "Binder:2458_4"  7fbe180000 0
tgid 2458  "Binder:2458_4"  7f289d6000 0
tgid 5785  "RenderThread"  7f29d10000 0
tgid 5785  "RenderThread"  7fbaccc000 0
tgid 5785  "RenderThread"  7fbb12b000 0
tgid 5785  "RenderThread"  7f28b4e000 0
tgid 5785  "RenderThread"  7fbda9d000 0
tgid 5785  "RenderThread"  7fb9e4e000 0
tgid 1756  "Binder:1756_2"  7f2d666000 0
tgid 1756  "Binder:1756_2"  7fbe180000 0
tgid 1756  "Binder:1756_2"  7f2d673000 0
tgid 1756  "Binder:1756_2"  7f2d616000 0
tgid 1756  "Binder:1756_2"  7f2d61f000 0
tgid 1756  "Binder:1756_2"  7f2d669000 0
tgid 1756  "Binder:1756_2"  7fbda9d000 0
tgid 1756  "Binder:1756_2"  7fbe2f1000 0
tgid 1756  "Binder:1756_2"  7fbe241000 0
tgid 1653  "ScreenDecoratio"  7f30b59000 0
tgid 1653  "ScreenDecoratio"  12dce000 0
tgid 1653  "ScreenDecoratio"  13e3f000 0
tgid 1653  "ScreenDecoratio"  7ec4a96000 0
tgid 1653  "ScreenDecoratio"  7ec4a97000 0
tgid 1653  "ScreenDecoratio"  7ec4a63000 0
tgid 1653  "ScreenDecoratio"  7ec4d4a000 0
tgid 1653  "ScreenDecoratio"  7ec4a5d000 0
tgid 1340  "Binder:1340_1"  7f289b7000 0
tgid 1340  "Binder:1340_1"  7ed0c34000 0
tgid 1995  "Binder:1995_2"  7f2d651000 0
tgid 1995  "Binder:1995_2"  7fbd93d000 0
tgid 1995  "Binder:1995_2"  7f2d61a000 0
tgid 1995  "Binder:1995_2"  7f2dffb000 0
tgid 1995  "Binder:1995_2"  12ec6000 0
tgid 1995  "Binder:1995_2"  12ef6000 0
tgid 1995  "Binder:1995_2"  7f31742000 0
tgid 1995  "Binder:1995_2"  7f2dffc000 0
tgid 1995  "Binder:1995_2"  12c81000 0
tgid 1995  "Binder:1995_2"  7f2895d000 0
tgid 1995  "Binder:1995_2"  7f2895e000 0
tgid 1995  "Binder:1995_2"  7f2d675000 0
tgid 1995  "Binder:1995_2"  7f2d61e000 0
tgid 1995  "Binder:1995_2"  7f2d16b000 0
tgid 1340  "AudioService"  146ae000 0
tgid 5785  "RenderThread"  7f28fae000 0
tgid 5785  "RenderThread"  7f28bd8000 0
tgid 5785  "RenderThread"  7f28e18000 0
tgid 5785  "RenderThread"  7f28bb3000 0
tgid 5785  "RenderThread"  7f2d145000 0
tgid 2458  "Binder:2458_4"  7f28b50000 0
tgid 2458  "Binder:2458_4"  7f28ac2000 0
tgid 1946  "Binder:1946_1"  7fbe22b000 0
tgid 1946  "Binder:1946_1"  7f28ac2000 0
tgid 1845  "Binder:1845_2"  7fbe222000 0
tgid 1845  "Binder:1845_2"  7fbda9d000 0
tgid 1845  "Binder:1845_2"  7fbe2f1000 0
tgid 1845  "Binder:1845_2"  7fbe241000 0
tgid 1340  "system_server"  9ef41000 0
tgid 5785  "RenderThread"  7f2992f000 0
tgid 5785  "RenderThread"  7f39800000 0
tgid 1340  "AudioService"  7f231df000 0
tgid 1340  "AudioService"  9ef14000 0
tgid 2458  "Binder:2458_4"  7ed1e39000 0
tgid 2458  "Binder:2458_4"  7fbda9d000 0
tgid 1946  "Binder:1946_1"  7fbe218000 0
tgid 1946  "Binder:1946_1"  7fbda9d000 0
tgid 1845  "Binder:1845_2"  7fbe1e9000 0
tgid 5785  "RenderThread"  7fbe175000 0
tgid 1653  "ScreenDecoratio"  7ec4a78000 0
tgid 1653  "ScreenDecoratio"  13338000 0
tgid 1653  "ScreenDecoratio"  13339000 0
tgid 1653  "ScreenDecoratio"  7f2d226000 0
tgid 1995  "Binder:1995_2"  7fbe25d000 0
tgid 1995  "Binder:1995_2"  7f2d689000 0
tgid 1995  "Binder:1995_2"  72bc9000 0
tgid 1995  "Binder:1995_2"  7f2d682000 0
tgid 1995  "UiThreadHelper"  7ed0f84000 0
tgid 1995  "UiThreadHelper"  7ed0f85000 0
tgid 5785  "RenderThread"  7f2d14c000 0
tgid 1340  "system_server"  9ef32000 0
tgid 1946  "Binder:1946_1"  7fbe2f1000 0
tgid 1946  "Binder:1946_1"  7fbe241000 0
tgid 1756  "Binder:1756_2"  7fbe1e9000 0
tgid 1756  "Binder:1756_2"  7f393c4000 0
tgid 1995  "UiThreadHelper"  7f28ba1000 0
tgid 1995  "UiThreadHelper"  7f28ba2000 0
tgid 1995  "UiThreadHelper"  7f28b19000 0
tgid 1995  "UiThreadHelper"  7ed0f83000 0
tgid 1995  "UiThreadHelper"  7f314c0000 0
tgid 1995  "UiThreadHelper"  12ccb000 0
tgid 1995  "UiThreadHelper"  12ec5000 0
tgid 1995  "UiThreadHelper"  9ecf0000 0
tgid 5785  "RenderThread"  7eba540000 0
tgid 5785  "RenderThread"  7f28ac1000 0
tgid 1995  "UiThreadHelper"  9eccc000 0
tgid 1995  "UiThreadHelper"  9ecab000 0
tgid 1995  "UiThreadHelper"  13d79000 0
tgid 1995  "UiThreadHelper"  12f10000 0
tgid 1995  "UiThreadHelper"  7f28ba6000 0
tgid 1995  "UiThreadHelper"  7f28ba7000 0
tgid 1995  "UiThreadHelper"  7f2d67c000 0
tgid 1995  "UiThreadHelper"  7f2d6a2000 0
tgid 1995  "UiThreadHelper"  7f2d667000 0
tgid 1995  "UiThreadHelper"  7f28bb2000 0
tgid 1995  "UiThreadHelper"  7f2d681000 0
tgid 1995  "UiThreadHelper"  7f2d678000 0
tgid 1995  "UiThreadHelper"  12ed5000 0
tgid 1845  "Binder:1845_2"  7f393c4000 0
tgid 1995  "UiThreadHelper"  7f2d677000 0
tgid 1995  "UiThreadHelper"  7f28aef000 0
tgid 1995  "UiThreadHelper"  7fbde4d000 0
tgid 1995  "UiThreadHelper"  7fbe1f9000 0
tgid 2458  "Binder:2458_4"  7fbe2f3000 0
tgid 2458  "Binder:2458_4"  7fbe241000 0
tgid 5785  "RenderThread"  7f28b0a000 0
tgid 5785  "RenderThread"  7fbe180000 0
tgid 1340  "system_server"  14694000 0
tgid 1340  "AudioService"  7f2d7e8000 0
tgid 1995  "UiThreadHelper"  13c92000 0
tgid 1995  "UiThreadHelper"  12edc000 0
tgid 1946  "Binder:1946_1"  7fbe1e9000 0
tgid 1756  "Binder:1756_2"  7fbe165000 0
tgid 5785  "RenderThread"  7f2d3d2000 0
tgid 2458  "Binder:2458_4"  7fbe1e9000 0
tgid 1845  "Binder:1845_2"  7fbe165000 0
tgid 1653  "ScreenDecoratio"  7ec4a5a000 0
tgid 1653  "ScreenDecoratio"  13e44000 0
tgid 1995  "UiThreadHelper"  72d19000 0
tgid 1995  "UiThreadHelper"  72d26000 0
tgid 1995  "UiThreadHelper"  72d2a000 0
tgid 1995  "UiThreadHelper"  7fbe167000 0
tgid 1756  "Binder:1756_2"  7f2d651000 0
tgid 1756  "Binder:1756_2"  7fb9e4e000 0
tgid 1946  "Binder:1946_1"  7f393c4000 0
tgid 2458  "Binder:2458_4"  7f393c4000 0
tgid 1845  "Binder:1845_2"  7f28b90000 0
tgid 1845  "Binder:1845_2"  7fb9e4e000 0
tgid 5785  "RenderThread"  7fbe162000 0
tgid 5785  "RenderThread"  7fbe1fc000 0
tgid 5785  "RenderThread"  7f28e68000 0
tgid 5785  "RenderThread"  7ebaa15000 0
tgid 5785  "RenderThread"  7fbe2f1000 0
tgid 5785  "RenderThread"  7fbc834000 0
