tgid 7708  "adbd"  7fbcdc1000 0
tgid 1670  "ndroid.systemui"  9d594000 0
tgid 2000  "droid.launcher3"  9d48f000 0
tgid 2000  "droid.launcher3"  9d398000 0
tgid 1670  "ndroid.systemui"  9d505000 0
tgid 1670  "ndroid.systemui"  9d5b7000 0
tgid 2000  "droid.launcher3"  7f2dd0e000 0
tgid 1670  "ndroid.systemui"  9d4e2000 0
tgid 1670  "ndroid.systemui"  9d570000 0
tgid 2000  "droid.launcher3"  9d3d5000 0
tgid 1670  "ndroid.systemui"  9d547000 0
tgid 2000  "droid.launcher3"  9d3b0000 0
tgid 2000  "droid.launcher3"  9d366000 0
tgid 1670  "ndroid.systemui"  9d4d0000 0
tgid 1670  "ndroid.systemui"  9d580000 0
tgid 2000  "droid.launcher3"  9d522000 0
tgid 2000  "droid.launcher3"  9d494000 0
tgid 1670  "ndroid.systemui"  9d4c5000 0
tgid 1670  "ndroid.systemui"  7eae888000 0
tgid 1670  "ndroid.systemui"  9d620000 0
tgid 2000  "droid.launcher3"  9d3a4000 0
tgid 1670  "ndroid.systemui"  9d559000 0
tgid 2000  "droid.launcher3"  9d489000 0
tgid 1670  "ndroid.systemui"  9d5ac000 0
tgid 2000  "droid.launcher3"  9d4b0000 0
tgid 1670  "ndroid.systemui"  9d60a000 0
tgid 1670  "ndroid.systemui"  9d4df000 0
tgid 1670  "ndroid.systemui"  9d64c000 0
tgid 2000  "droid.launcher3"  9d491000 0
tgid 2000  "droid.launcher3"  9d3b6000 0
tgid 1670  "ndroid.systemui"  9d58f000 0
tgid 2000  "droid.launcher3"  13cd8000 0
tgid 2000  "droid.launcher3"  9d3bb000 0
tgid 1670  "ndroid.systemui"  9d4cb000 0
tgid 1670  "ndroid.systemui"  9d57a000 0
tgid 2000  "droid.launcher3"  9d37b000 0
tgid 1670  "ndroid.systemui"  9d5a2000 0
tgid 2000  "droid.launcher3"  9d3c0000 0
tgid 2000  "droid.launcher3"  13cd7000 0
tgid 2000  "droid.launcher3"  9d377000 0
tgid 2000  "droid.launcher3"  9d3c9000 0
tgid 2000  "droid.launcher3"  9d3a8000 0
tgid 1670  "ndroid.systemui"  7eca3a0000 0
tgid 1670  "ndroid.systemui"  7eca3a1000 0
tgid 1670  "ndroid.systemui"  12d37000 0
tgid 1670  "ndroid.systemui"  13634000 0
tgid 1670  "ndroid.systemui"  7fbc09a000 0
tgid 1670  "ndroid.systemui"  7fbc099000 0
tgid 1670  "ndroid.systemui"  12d0e000 0
tgid 2000  "droid.launcher3"  9d370000 0
tgid 2000  "droid.launcher3"  9d3c1000 0
tgid 1670  "ndroid.systemui"  7fbc5a5000 0
tgid 2000  "droid.launcher3"  9d3ad000 0
tgid 2000  "droid.launcher3"  9d3a6000 0
tgid 2000  "droid.launcher3"  9d3f2000 0
tgid 2000  "droid.launcher3"  9d49d000 0
tgid 2000  "droid.launcher3"  9d449000 0
tgid 2000  "droid.launcher3"  131de000 0
tgid 2000  "droid.launcher3"  7fffffb000 0
tgid 2000  "droid.launcher3"  7ec51ba000 0
tgid 2000  "droid.launcher3"  7ecc8b5000 0
tgid 2000  "droid.launcher3"  9d4a2000 0
tgid 2000  "droid.launcher3"  7fffff9000 0
tgid 2000  "droid.launcher3"  9d38c000 0
tgid 2000  "droid.launcher3"  13043000 0
tgid 2000  "droid.launcher3"  9d3fb000 0
tgid 2000  "droid.launcher3"  9d4a3000 0
tgid 2000  "droid.launcher3"  9d460000 0
tgid 2000  "droid.launcher3"  9d453000 0
tgid 2000  "droid.launcher3"  9d399000 0
tgid 2000  "droid.launcher3"  13cdc000 0
tgid 2000  "droid.launcher3"  9d407000 0
tgid 2000  "droid.launcher3"  9d45e000 0
tgid 2000  "droid.launcher3"  13ceb000 0
tgid 2000  "droid.launcher3"  9d404000 0
tgid 2000  "droid.launcher3"  9d45b000 0
tgid 2000  "droid.launcher3"  130ef000 0
tgid 2000  "droid.launcher3"  9d3b7000 0
tgid 2000  "droid.launcher3"  9d480000 0
tgid 2000  "droid.launcher3"  12ec1000 0
tgid 2000  "droid.launcher3"  7ec5354000 0
tgid 2000  "droid.launcher3"  7ecc8ba000 0
tgid 2000  "droid.launcher3"  9d376000 0
tgid 2000  "droid.launcher3"  9d411000 0
tgid 2000  "droid.launcher3"  9d468000 0
tgid 2000  "droid.launcher3"  9d486000 0
tgid 2000  "droid.launcher3"  13cdd000 0
tgid 2000  "droid.launcher3"  9d3fa000 0
tgid 2000  "droid.launcher3"  9d450000 0
tgid 2000  "droid.launcher3"  13cfb000 0
tgid 2000  "droid.launcher3"  9d49a000 0
tgid 2000  "droid.launcher3"  12cec000 0
tgid 2000  "droid.launcher3"  9d412000 0
tgid 2000  "droid.launcher3"  9d4b2000 0
tgid 2000  "droid.launcher3"  9d448000 0
tgid 2000  "droid.launcher3"  13cf5000 0
tgid 2000  "droid.launcher3"  9d3c2000 0
tgid 2000  "droid.launcher3"  13cf6000 0
tgid 2000  "droid.launcher3"  9d3a9000 0
tgid 2000  "droid.launcher3"  7ecca8a000 0
tgid 2000  "droid.launcher3"  9d3ca000 0
tgid 2000  "droid.launcher3"  13cf7000 0
tgid 2000  "droid.launcher3"  7eccb26000 0
tgid 2000  "droid.launcher3"  9d378000 0
tgid 2000  "droid.launcher3"  9d37c000 0
tgid 2000  "droid.launcher3"  7eccb27000 0
tgid 2000  "droid.launcher3"  9d380000 0
tgid 2000  "droid.launcher3"  7f28a66000 0
tgid 2000  "droid.launcher3"  7fbe22c000 0
tgid 2000  "droid.launcher3"  7fbe1e7000 0
tgid 2000  "droid.launcher3"  7fbe17f000 0
tgid 2000  "droid.launcher3"  7f289cb000 0
tgid 2000  "droid.launcher3"  7fbe20a000 0
tgid 2000  "droid.launcher3"  7f28875000 0
tgid 2000  "droid.launcher3"  7f288c4000 0
tgid 2000  "droid.launcher3"  7f2d490000 0
tgid 2000  "droid.launcher3"  7f2cf44000 0
tgid 2000  "droid.launcher3"  9d498000 0
tgid 2000  "droid.launcher3"  7f28964000 0
tgid 2000  "droid.launcher3"  9d3c3000 0
tgid 2000  "droid.launcher3"  9d3a7000 0
tgid 2000  "droid.launcher3"  9d48b000 0
tgid 2000  "droid.launcher3"  9d496000 0
tgid 2000  "droid.launcher3"  12cc0000 0
tgid 2000  "droid.launcher3"  9d495000 0
tgid 2000  "droid.launcher3"  13044000 0
tgid 2000  "droid.launcher3"  131c3000 0
tgid 2000  "droid.launcher3"  9d3ae000 0
tgid 2000  "droid.launcher3"  131c5000 0
tgid 2000  "droid.launcher3"  7ec9018000 0
tgid 2000  "droid.launcher3"  131c4000 0
tgid 2000  "droid.launcher3"  7ec938d000 0
tgid 2000  "droid.launcher3"  7fbe22d000 0
tgid 2000  "droid.launcher3"  9d3af000 0
tgid 2000  "droid.launcher3"  9d48e000 0
tgid 2000  "droid.launcher3"  9d4ae000 0
tgid 2000  "droid.launcher3"  9d4c1000 0
tgid 2000  "droid.launcher3"  9d521000 0
tgid 2000  "droid.launcher3"  9d4bb000 0
tgid 2000  "droid.launcher3"  9d48c000 0
tgid 2000  "droid.launcher3"  9d374000 0
tgid 2000  "droid.launcher3"  131e4000 0
tgid 2000  "droid.launcher3"  9d375000 0
tgid 2000  "droid.launcher3"  9d476000 0
tgid 2000  "droid.launcher3"  131d2000 0
tgid 2000  "droid.launcher3"  9d39d000 0
tgid 2000  "droid.launcher3"  9d39c000 0
tgid 2000  "droid.launcher3"  7ec8f79000 0
tgid 2000  "droid.launcher3"  9d382000 0
tgid 2000  "droid.launcher3"  9d381000 0
tgid 2000  "droid.launcher3"  131d3000 0
tgid 2000  "droid.launcher3"  131da000 0
tgid 2000  "droid.launcher3"  7ec5041000 0
tgid 2000  "droid.launcher3"  13040000 0
tgid 2000  "droid.launcher3"  13ce2000 0
tgid 2000  "droid.launcher3"  9d3ff000 0
tgid 2000  "droid.launcher3"  9d4a5000 0
tgid 2000  "droid.launcher3"  9d457000 0
tgid 2000  "droid.launcher3"  131df000 0
tgid 2000  "droid.launcher3"  7f28972000 0
tgid 2000  "droid.launcher3"  7f2d064000 0
tgid 2000  "droid.launcher3"  7ec902a000 0
tgid 2000  "droid.launcher3"  7f2d048000 0
tgid 2000  "droid.launcher3"  7f34f25000 0
tgid 2000  "droid.launcher3"  12e41000 0
tgid 2000  "droid.launcher3"  7f35097000 0
tgid 2000  "droid.launcher3"  7ec51b9000 0
tgid 2000  "droid.launcher3"  7fbf5e3000 0
tgid 2000  "droid.launcher3"  7ecca44000 0
tgid 2000  "droid.launcher3"  13071000 0
tgid 2000  "droid.launcher3"  13cc0000 0
tgid 2000  "droid.launcher3"  7fbe254000 0
tgid 2000  "droid.launcher3"  7f39abc000 0
tgid 2000  "droid.launcher3"  13064000 0
tgid 2000  "droid.launcher3"  71367000 0
tgid 2000  "droid.launcher3"  714d4000 0
tgid 2000  "droid.launcher3"  7f28a57000 0
tgid 2000  "droid.launcher3"  7fbe1d0000 0
tgid 2000  "droid.launcher3"  7f395f0000 0
tgid 2000  "droid.launcher3"  7ec9247000 0
tgid 2000  "droid.launcher3"  7f2d049000 0
tgid 2000  "droid.launcher3"  13ce3000 0
tgid 2000  "droid.launcher3"  7fbe2f6000 0
tgid 2000  "droid.launcher3"  13046000 0
tgid 2000  "droid.launcher3"  130e8000 0
tgid 2000  "droid.launcher3"  9d47a000 0
tgid 2000  "droid.launcher3"  1305e000 0
tgid 2000  "droid.launcher3"  13051000 0
tgid 2000  "droid.launcher3"  7fbf700000 0
tgid 2000  "droid.launcher3"  7fbaba4000 0
tgid 2000  "droid.launcher3"  7f28a45000 0
tgid 2000  "droid.launcher3"  7fbe180000 0
tgid 2000  "droid.launcher3"  7ecca47000 0
tgid 2000  "droid.launcher3"  7f2d029000 0
tgid 2000  "droid.launcher3"  7f2d065000 0
tgid 1333  "Binder:1333_16"  7ed0c23000 0
tgid 1333  "InputDispatcher"  7eb7ffb000 0
tgid 1333  "android.ui"  7f28868000 0
tgid 1333  "android.ui"  7e58dfe000 0
tgid 1333  "android.ui"  7e58e00000 0
tgid 1333  "android.ui"  7eb80df000 0
tgid 1333  "android.ui"  7eb80e0000 0
tgid 2000  "droid.launcher3"  7ec8f75000 0
tgid 2000  "droid.launcher3"  7ec90bd000 0
tgid 2000  "droid.launcher3"  131db000 0
tgid 2000  "droid.launcher3"  7fbe1d3000 0
tgid 2000  "droid.launcher3"  7fbe2f3000 0
tgid 2000  "droid.launcher3"  7fbe1c5000 0
tgid 2000  "droid.launcher3"  7fbe1fd000 0
tgid 2000  "droid.launcher3"  7fbccf1000 0
tgid 2000  "droid.launcher3"  7fbe166000 0
tgid 2000  "droid.launcher3"  7f28a6c000 0
tgid 2000  "droid.launcher3"  7fbe1ca000 0
tgid 2000  "droid.launcher3"  7f28a55000 0
tgid 2000  "droid.launcher3"  7f2cf45000 0
tgid 1670  "ndroid.systemui"  7f39840000 0
tgid 1670  "ndroid.systemui"  7f39847000 0
tgid 1670  "ndroid.systemui"  7f39867000 0
tgid 1670  "RenderThread"  7ed1162000 0
tgid 1670  "RenderThread"  7ed11bf000 0
tgid 2000  "RenderThread"  7ecb766000 0
tgid 2000  "RenderThread"  7fbe231000 0
tgid 2000  "RenderThread"  7ecb767000 0
tgid 2000  "RenderThread"  7f2d418000 0
tgid 2000  "RenderThread"  7ec6964000 0
tgid 2000  "RenderThread"  7fb9fdb000 0
tgid 2000  "RenderThread"  7fbe1ec000 0
tgid 2000  "RenderThread"  7f2d473000 0
tgid 2000  "RenderThread"  7ecb765000 0
tgid 2000  "RenderThread"  7f2d481000 0
tgid 2000  "RenderThread"  7fbaa21000 0
tgid 2000  "RenderThread"  7fbe1fb000 0
tgid 2000  "RenderThread"  7fbe301000 0
tgid 2000  "RenderThread"  7f2d4ae000 0
tgid 2000  "RenderThread"  7ecc950000 0
tgid 2000  "RenderThread"  7ecc951000 0
tgid 2000  "RenderThread"  7f2d41f000 0
tgid 2000  "RenderThread"  7f2cf6a000 0
tgid 2000  "RenderThread"  7fbe175000 0
tgid 2000  "RenderThread"  7f28a39000 0
tgid 2000  "RenderThread"  7f2d4b0000 0
tgid 1333  "RenderThread"  7e69284000 0
tgid 1333  "RenderThread"  7ed0e5f000 0
tgid 1333  "RenderThread"  7e69285000 0
tgid 1333  "RenderThread"  7f28a4d000 0
tgid 1333  "RenderThread"  7e69283000 0
tgid 1333  "RenderThread"  7fbaa21000 0
tgid 1333  "RenderThread"  7e857db000 0
tgid 1333  "RenderThread"  7e8583f000 0
tgid 1333  "RenderThread"  7e85840000 0
tgid 1333  "RenderThread"  7ed0beb000 0
tgid 1333  "RenderThread"  7ed0bd1000 0
tgid 602  "Binder:602_5"  7fa92e3000 0
tgid 602  "Binder:602_5"  7fa92e4000 0
tgid 602  "Binder:602_5"  7fba63e000 0
tgid 602  "Binder:602_5"  7fba70c000 0
tgid 602  "Binder:602_5"  7faa79b000 0
tgid 602  "Binder:602_5"  7faa79c000 0
tgid 1670  "RenderThread"  7ec49f1000 0
tgid 1333  "android.display"  7ecd863000 0
tgid 1333  "android.display"  9d6b7000 0
tgid 1670  "RenderThread"  7ec49f2000 0
tgid 1670  "RenderThread"  7fbd29e000 0
tgid 602  "Binder:602_5"  7fbf5e3000 0
tgid 1333  "android.display"  7f2892a000 0
tgid 1333  "android.display"  7eb4d4a000 0
tgid 1333  "android.display"  7f28982000 0
tgid 1333  "android.display"  7f28a3f000 0
tgid 1333  "android.display"  7fbe222000 0
tgid 1333  "android.display"  7ed0dd3000 0
tgid 602  "Binder:602_5"  7fbc669000 0
tgid 602  "Binder:602_5"  7fba66b000 0
tgid 1333  "RenderThread"  7ed0e5c000 0
tgid 602  "Binder:602_2"  7fbab02000 0
tgid 602  "Binder:602_2"  7fbab03000 0
tgid 602  "Binder:602_2"  7fbe1c7000 0
tgid 602  "Binder:602_2"  7fb7706000 0
tgid 602  "Binder:602_2"  7fbe1c2000 0
tgid 602  "Binder:602_2"  7fbe1c3000 0
tgid 602  "Binder:602_3"  7fba69c000 0
tgid 2000  "RenderThread"  7fbe162000 0
tgid 2000  "RenderThread"  7fbe2df000 0
tgid 2000  "RenderThread"  7ec9144000 0
tgid 2000  "RenderThread"  7ec6a05000 0
tgid 2000  "RenderThread"  7ec69dd000 0
tgid 2000  "RenderThread"  7fbd29e000 0
tgid 1333  "android.display"  7f289c7000 0
tgid 2000  "RenderThread"  7fbe2f1000 0
tgid 2000  "RenderThread"  7ec6a59000 0
tgid 2000  "RenderThread"  7f2d435000 0
tgid 2000  "RenderThread"  7f2d035000 0
tgid 1333  "android.display"  7e69f7d000 0
tgid 2000  "RenderThread"  7f2d034000 0
tgid 2000  "RenderThread"  7fbe1eb000 0
tgid 1333  "android.display"  7eb4cbc000 0
tgid 1333  "android.display"  7f28890000 0
tgid 1333  "android.display"  7f28a40000 0
tgid 1333  "android.display"  7e85785000 0
tgid 1333  "android.display"  7ed0d2b000 0
tgid 1333  "android.display"  1378f000 0
tgid 1333  "android.display"  9d487000 0
tgid 1333  "android.display"  7eb8e99000 0
tgid 1333  "android.display"  1464c000 0
tgid 1333  "android.display"  7f2d5b5000 0
tgid 1333  "android.display"  7f2d46f000 0
tgid 1333  "android.display"  7f2d4c8000 0
tgid 1333  "android.bg"  9d68c000 0
tgid 1333  "AudioService"  7e8572a000 0
tgid 1333  "AudioService"  7e85727000 0
tgid 1670  "Binder:1670_4"  12f0e000 0
tgid 1670  "Binder:1670_4"  7fbe2f7000 0
tgid 1670  "Binder:1670_4"  7f2d48b000 0
tgid 1792  "Binder:1792_4"  7f2d946000 0
tgid 1792  "Binder:1792_4"  7f29ddb000 0
tgid 1792  "Binder:1792_4"  7f29ddc000 0
tgid 1863  "Binder:1863_4"  7f2d468000 0
tgid 1863  "Binder:1863_4"  7f28dfb000 0
tgid 1863  "Binder:1863_4"  7f28dfc000 0
tgid 1877  "Binder:1877_1"  7f28957000 0
tgid 1877  "Binder:1877_1"  7f2e0aa000 0
tgid 1877  "Binder:1877_1"  7f2e0ab000 0
tgid 1893  "Binder:1893_C"  7fbe241000 0
tgid 1670  "ScreenDecoratio"  7eb6721000 0
tgid 1670  "ScreenDecoratio"  7eb6722000 0
tgid 1670  "ScreenDecoratio"  7ed131b000 0
tgid 1670  "ScreenDecoratio"  7eb6720000 0
tgid 1670  "ScreenDecoratio"  7eb671f000 0
tgid 1670  "ScreenDecoratio"  7f309f9000 0
tgid 1670  "ScreenDecoratio"  12e03000 0
tgid 1670  "ScreenDecoratio"  13cfc000 0
tgid 1670  "ScreenDecoratio"  7ec4a9a000 0
tgid 1670  "ScreenDecoratio"  7ec4aa5000 0
tgid 1670  "ScreenDecoratio"  7f2d479000 0
tgid 1670  "ScreenDecoratio"  7ec4a9b000 0
tgid 1670  "ScreenDecoratio"  7f2d4f9000 0
tgid 1877  "Binder:1877_1"  7f28905000 0
tgid 1877  "Binder:1877_1"  7fbe180000 0
tgid 1877  "Binder:1877_1"  7fbe1d0000 0
tgid 1877  "Binder:1877_1"  7fbe22b000 0
tgid 1877  "Binder:1877_1"  7f289cb000 0
tgid 1877  "Binder:1877_1"  7f28a61000 0
tgid 1877  "Binder:1877_1"  7fbaba4000 0
tgid 1877  "Binder:1877_1"  7fbe2f1000 0
tgid 1877  "Binder:1877_1"  7fbe241000 0
tgid 1333  "system_server"  9d6fd000 0
tgid 1333  "AudioService"  9d6d0000 0
tgid 1893  "Binder:1893_C"  14717000 0
tgid 1863  "Binder:1863_4"  7f2d47d000 0
tgid 1863  "Binder:1863_4"  7fbe180000 0
tgid 1863  "Binder:1863_4"  7f2d415000 0
tgid 1863  "Binder:1863_4"  7f2d41f000 0
tgid 1792  "Binder:1792_4"  7fbe1c0000 0
tgid 1792  "Binder:1792_4"  7fbe180000 0
tgid 1792  "Binder:1792_4"  7fbe1d8000 0
tgid 1792  "Binder:1792_4"  7f289cb000 0
tgid 1792  "Binder:1792_4"  7fbe1c2000 0
tgid 1792  "Binder:1792_4"  7fbaba4000 0
tgid 1792  "Binder:1792_4"  7fbe2f1000 0
tgid 1792  "Binder:1792_4"  7fbe241000 0
tgid 1333  "AudioService"  7e85728000 0
tgid 1333  "system_server"  9d6ee000 0
tgid 1893  "Binder:1893_C"  147a0000 0
tgid 1893  "m.android.phone"  14750000 0
tgid 1893  "m.android.phone"  7ed0979000 0
tgid 1893  "m.android.phone"  7ed0beb000 0
tgid 1893  "m.android.phone"  7f2d084000 0
tgid 1893  "m.android.phone"  7f2d481000 0
tgid 1893  "m.android.phone"  7f2d477000 0
tgid 1863  "Binder:1863_4"  7f2d4d0000 0
tgid 1863  "Binder:1863_4"  7fbaba4000 0
tgid 1863  "Binder:1863_4"  7fbe2f1000 0
tgid 1863  "Binder:1863_4"  7fbe241000 0
tgid 1333  "AudioService"  7eb8da7000 0
tgid 1877  "Binder:1877_1"  7fbe1e9000 0
tgid 1893  "m.android.phone"  7f28a55000 0
tgid 1670  "ScreenDecoratio"  7f2d491000 0
tgid 1670  "ScreenDecoratio"  1358c000 0
tgid 1670  "ScreenDecoratio"  12d2a000 0
tgid 1333  "Binder:1333_F"  7eb81f4000 0
tgid 1333  "Binder:1333_F"  7eb4e1f000 0
tgid 1333  "Binder:1333_F"  7f2d4cf000 0
tgid 1333  "Binder:1333_F"  7e69f45000 0
tgid 1333  "Binder:1333_F"  7eb8282000 0
tgid 1893  "m.android.phone"  7fbe1d0000 0
tgid 1893  "m.android.phone"  71150000 0
tgid 1792  "Binder:1792_4"  7fbe1e9000 0
tgid 1792  "Binder:1792_4"  7f393f1000 0
tgid 1877  "Binder:1877_1"  7f393f1000 0
tgid 1863  "Binder:1863_4"  7fbe1e9000 0
tgid 1670  "ScreenDecoratio"  9d637000 0
tgid 1893  "m.android.phone"  14706000 0
tgid 1863  "Binder:1863_4"  7f393f1000 0
tgid 1792  "Binder:1792_4"  7fbe165000 0
tgid 1792  "Binder:1792_4"  7fbe1a4000 0
tgid 1792  "Binder:1792_4"  7fbaf7d000 0
tgid 1877  "Binder:1877_1"  7fbe165000 0
tgid 1877  "Binder:1877_1"  7f28a87000 0
tgid 1877  "Binder:1877_1"  7fbaf7d000 0
tgid 1893  "m.android.phone"  7fbe167000 0
tgid 1893  "m.android.phone"  1479e000 0
tgid 1863  "Binder:1863_4"  7fbe165000 0
tgid 1863  "Binder:1863_4"  7f2d4bd000 0
tgid 1863  "Binder:1863_4"  7fbaf7d000 0
tgid 1792  "Binder:1792_4"  7fb9cb4000 0
tgid 1792  "Binder:1792_4"  7fbe250000 0
tgid 1792  "Binder:1792_4"  7f393ef000 0
tgid 1792  "Binder:1792_4"  7fbe23c000 0
tgid 1792  "Binder:1792_4"  7fbe1a5000 0
tgid 1792  "Binder:1792_4"  7f31912000 0
tgid 1792  "Binder:1792_4"  133c5000 0
tgid 1792  "Binder:1792_4"  7fbe286000 0
tgid 1792  "Binder:1792_4"  7fbe285000 0
tgid 1792  "Binder:1792_4"  7f393f0000 0
tgid 1877  "Binder:1877_1"  7fb9cb4000 0
tgid 1863  "Binder:1863_4"  7fb9cb4000 0
tgid 1670  "ScreenDecoratio"  9d576000 0
tgid 1893  "m.android.phone"  12e80000 0
tgid 1333  "android.ui"  9d6a9000 0
tgid 1792  "Binder:1792_4"  7fbe1f8000 0
tgid 1792  "Binder:1792_4"  7f29dd9000 0
tgid 1877  "Binder:1877_1"  7f28a21000 0
tgid 1877  "Binder:1877_1"  7f393ef000 0
tgid 1877  "Binder:1877_1"  7fbe23c000 0
tgid 1877  "Binder:1877_1"  7f28a88000 0
tgid 1877  "Binder:1877_1"  7f31912000 0
tgid 1863  "Binder:1863_4"  7f2d41b000 0
tgid 1863  "Binder:1863_4"  7f393ef000 0
tgid 1863  "Binder:1863_4"  7fbe23c000 0
tgid 1863  "Binder:1863_4"  7f2d4be000 0
tgid 1863  "Binder:1863_4"  7f31912000 0
tgid 1670  "ScreenDecoratio"  13cfb000 0
tgid 1893  "m.android.phone"  14701000 0
tgid 1893  "m.android.phone"  1478a000 0
tgid 1877  "Binder:1877_1"  13444000 0
tgid 1877  "Binder:1877_1"  7fbe286000 0
tgid 1877  "Binder:1877_1"  7fbe285000 0
tgid 1877  "Binder:1877_1"  7f393f0000 0
tgid 1792  "Binder:1792_4"  13000000 0
tgid 1792  "Binder:1792_4"  7fbe24e000 0
tgid 1863  "Binder:1863_4"  132c3000 0
tgid 1863  "Binder:1863_4"  7fbe286000 0
tgid 1863  "Binder:1863_4"  7fbe285000 0
tgid 1863  "Binder:1863_4"  7f393f0000 0
tgid 1670  "ScreenDecoratio"  9d43b000 0
tgid 1670  "ScreenDecoratio"  9d50b000 0
tgid 1877  "Binder:1877_1"  7fbe1f8000 0
tgid 1877  "Binder:1877_1"  7f2e0a8000 0
tgid 1792  "Binder:1792_4"  7fbe076000 0
tgid 1792  "Binder:1792_4"  7f29dda000 0
tgid 1792  "Binder:1792_4"  13003000 0
tgid 1792  "Binder:1792_4"  7f34f26000 0
tgid 1792  "Binder:1792_4"  12c46000 0
tgid 1792  "Binder:1792_4"  7fbe1e7000 0
tgid 1863  "Binder:1863_4"  7fbe1f8000 0
tgid 1863  "Binder:1863_4"  12d40000 0
tgid 1863  "Binder:1863_4"  7fbe24e000 0
tgid 1893  "m.android.phone"  7137d000 0
tgid 1877  "Binder:1877_1"  13440000 0
tgid 1877  "Binder:1877_1"  1344b000 0
tgid 1877  "Binder:1877_1"  7fbe24e000 0
tgid 1333  "android.ui"  7eb8084000 0
tgid 1333  "android.ui"  7ed0e58000 0
tgid 1333  "android.ui"  7e858dd000 0
tgid 1333  "android.ui"  7f2d4b0000 0
tgid 1333  "android.ui"  137ee000 0
tgid 1333  "android.ui"  7ed0e57000 0
tgid 1333  "android.ui"  7eb66dc000 0
tgid 1333  "android.anim"  7ecc75e000 0
tgid 1333  "android.anim"  7ecc75c000 0
tgid 1333  "android.anim"  7ecc75b000 0
tgid 1333  "android.anim"  7f28a28000 0
tgid 1333  "android.anim"  7f28ae0000 0
tgid 1333  "android.anim"  7f28a29000 0
tgid 1333  "android.anim"  7fbe166000 0
tgid 1333  "android.anim"  7e85999000 0
tgid 1333  "android.anim"  9d6c6000 0
tgid 1893  "m.android.phone"  71479000 0
tgid 1863  "Binder:1863_4"  7f312d3000 0
tgid 1863  "Binder:1863_4"  7f28dfa000 0
tgid 1863  "Binder:1863_4"  12d48000 0
tgid 1863  "Binder:1863_4"  7f34f25000 0
tgid 1863  "Binder:1863_4"  132c2000 0
tgid 1863  "Binder:1863_4"  7fbe1e7000 0
tgid 1333  "android.anim"  9d6cf000 0
tgid 1333  "android.anim"  7ecc75a000 0
tgid 1792  "Binder:1792_4"  7fbe17f000 0
tgid 1792  "Binder:1792_4"  7fbe20a000 0
tgid 1877  "Binder:1877_1"  7f312d6000 0
tgid 1877  "Binder:1877_1"  7f2e0a9000 0
tgid 1877  "Binder:1877_1"  12d0a000 0
tgid 1877  "Binder:1877_1"  7f34f27000 0
tgid 1877  "Binder:1877_1"  12c44000 0
tgid 1877  "Binder:1877_1"  7fbe1e7000 0
tgid 1893  "m.android.phone"  7147a000 0
tgid 1893  "m.android.phone"  7147c000 0
tgid 1893  "m.android.phone"  7147d000 0
tgid 1893  "m.android.phone"  713db000 0
tgid 1893  "m.android.phone"  7147f000 0
tgid 1893  "m.android.phone"  714d5000 0
tgid 1893  "m.android.phone"  71382000 0
tgid 1893  "m.android.phone"  7140d000 0
tgid 1893  "m.android.phone"  7140e000 0
tgid 1893  "m.android.phone"  713ab000 0
tgid 1893  "m.android.phone"  71413000 0
tgid 1333  "android.anim"  7f2109b000 0
tgid 1333  "android.anim"  7f2109a000 0
tgid 1333  "android.anim"  7e6a233000 0
tgid 1792  "Binder:1792_4"  7fbaf80000 0
tgid 1792  "Binder:1792_4"  7fbaf7c000 0
tgid 1792  "Binder:1792_4"  7fbe224000 0
tgid 1792  "Binder:1792_4"  7fbe225000 0
tgid 1792  "Binder:1792_4"  7fbe1d5000 0
tgid 1792  "Binder:1792_4"  7f28966000 0
tgid 1792  "Binder:1792_4"  7f2cf44000 0
tgid 1333  "android.anim"  13764000 0
tgid 1333  "android.anim"  7f20e5b000 0
tgid 1333  "android.anim"  7f20e5c000 0
tgid 1333  "android.anim"  1376d000 0
tgid 1333  "android.anim"  7ed14f1000 0
tgid 1333  "android.anim"  7ed14f2000 0
tgid 1670  "Binder:1670_4"  7ed1267000 0
tgid 1670  "Binder:1670_4"  7fbe237000 0
tgid 602  "Binder:602_5"  7fbc9a7000 0
tgid 1670  "ScreenDecoratio"  9d427000 0
tgid 1670  "ScreenDecoratio"  9d658000 0
tgid 1863  "Binder:1863_4"  7fbe17f000 0
tgid 1863  "Binder:1863_4"  7fbe20a000 0
tgid 1877  "Binder:1877_1"  7fbe17f000 0
tgid 1877  "Binder:1877_1"  7fbe20a000 0
tgid 1670  "Binder:1670_4"  9d3fc000 0
tgid 1670  "Binder:1670_4"  7eae72c000 0
tgid 1670  "Binder:1670_4"  9d5eb000 0
tgid 1670  "Binder:1670_4"  12d0c000 0
tgid 1333  "android.anim"  13765000 0
tgid 1333  "android.anim"  7fbc0f7000 0
tgid 1333  "android.anim"  7eb4cbf000 0
tgid 1333  "android.anim"  9d694000 0
tgid 1863  "Binder:1863_4"  7fbaf80000 0
tgid 1863  "Binder:1863_4"  7fbaf7c000 0
tgid 1333  "android.display"  7eb81bc000 0
tgid 1333  "android.display"  7e6fc57000 0
tgid 1976  "Binder:1976_2"  7f28957000 0
tgid 1976  "Binder:1976_2"  7f2dfad000 0
tgid 1976  "Binder:1976_2"  7f2dfae000 0
tgid 2000  "Binder:2000_1"  7f28957000 0
tgid 2000  "Binder:2000_1"  7f2e0aa000 0
tgid 2441  "Binder:2441_1"  7fbe241000 0
